CVEGEO,UE_ALOJAB_TOT,UE_ALOJAB_EMPEST,UE_AGROP_TOT,UE_AGROP_EMPEST
212130001,1,2,0,0
212130017,20,40,1,11
212140001,156,332,0,0
212150001,27,54,0,0
212160001,3,6,0,0
212170001,12,24,0,0
212170002,5,10,0,0
212170010,2,4,0,0
220010001,156,358,0,0
220010193,1,51,0,0
220020001,39,86,0,0
220020011,1,2,0,0
220020073,1,2,0,0
220030001,25,58,0,0
220030133,1,11,0,0
220030138,1,2,0,0
220040001,181,416,0,0
220040072,11,22,0,0
220040129,25,50,0,0
220040234,1,2,0,0
220040273,1,2,0,0
220040360,1,6,0,0
220050001,77,182,0,0
220050002,55,122,0,0
220050006,31,62,0,0
220050254,12,24,1,51
220060001,514,1679,1,6
220060010,55,118,0,0
220060017,90,188,0,0
220060019,67,150,0,0
220060044,113,269,0,0
220060142,87,190,0,0
220070001,218,516,1,2
220070003,208,588,0,0
220070047,52,112,0,0
220070208,2,4,0,0
220070269,1,2,0,0
220070286,1,2,0,0
220070304,1,11,0,0
220080001,30,77,0,0
220080017,19,38,0,0
220080037,8,29,0,0
220090001,197,510,1,2
220090027,1,6,0,0
220090262,1,6,0,0
220100001,25,54,0,0
220110001,50,104,0,0
220110005,38,76,0,0
220110006,31,62,0,0
220110017,72,221,0,0
220110026,63,126,0,0
220110032,28,56,0,0
220110036,12,24,0,0
220110048,2,4,0,0
220110049,30,89,0,0
220110058,59,130,0,0
220110067,22,44,0,0
220110073,14,28,0,0
220110122,1,2,0,0
220110264,5,32,0,0
220110287,1,6,0,0
220110289,1,6,0,0
220110369,2,4,0,0
220110380,42,114,0,0
220110439,117,267,0,0
220110483,12,40,0,0
220110484,1,2,0,0
220110485,9,80,1,2
220110486,3,23,0,0
220110498,1,11,0,0
220110504,2,17,0,0
220110506,1,6,0,0
220110510,1,11,0,0
220110515,1,2,0,0
220110519,2,112,0,0
220120001,209,481,0,0
220120002,14,28,0,0
220120003,12,24,0,0
220120011,4,8,0,0
220120013,7,14,0,0
220120017,5,10,0,0
220120020,16,32,0,0
220120028,10,20,0,0
220120029,10,24,0,0
220120031,75,189,0,0
220120034,7,14,0,0
220130001,23,46,0,0
220140001,6296,25578,8,49
220140032,58,124,0,0
220140051,33,66,0,0
220140058,177,1262,0,0
220140069,69,142,0,0
220140075,17,34,0,0
220140085,19,38,0,0
220140086,2,37,0,0
220140087,4,8,0,0
220140092,28,65,0,0
220140101,75,158,1,11
220140103,3,6,0,0
220140105,64,132,0,0
220140107,62,132,0,0
220140108,270,643,0,0
220140110,20,40,0,0
220140114,37,74,0,0
220140183,1,6,0,0
220140236,15,30,0,0
220140366,1,11,0,0
220140386,1,2,0,0
220140492,6,144,0,0
220140507,1,31,0,0
220140527,1,31,0,0
220140588,7,162,0,0
220140590,2,4,0,0
220140594,3,19,0,0
220140595,1,2,0,0
220140596,2,17,0,0
220150001,51,106,0,0
220160001,1526,4657,2,8
220160002,10,20,0,0
220160008,8,16,0,0
220160024,25,451,0,0
220160033,40,84,1,11
220160043,26,60,0,0
220160066,23,46,0,0
220160070,42,84,0,0
220160072,21,42,0,0
220160094,30,60,2,13
220160297,1,2,0,0
220170001,445,1440,0,0
220170002,35,74,0,0
220170007,21,42,0,0
220170008,20,40,0,0
220170016,44,88,0,0
220170019,16,32,0,0
220170088,1,2,0,0
220180001,68,140,0,0
220180050,37,78,0,0
230010001,919,5373,4,160
230010021,4,21,0,0
230010057,1,2,0,0
230010122,1,6,0,0
230010165,2,4,0,0
230010265,6,541,0,0
230010301,2,22,0,0
230010414,2,302,0,0
230010419,2,17,0,0
230010491,2,8,0,0
230010498,2,4,0,0
230010543,1,2,0,0
230010561,1,251,0,0
230010593,1,2,0,0
230010738,3,6,0,0
230010744,2,22,0,0
230010749,1,251,0,0
230010750,2,53,0,0
230010754,1,2,0,0
230010758,1,11,0,0
230010794,2,8,0,0
230010798,2,33,0,0
230010841,1,6,0,0
230010848,5,19,0,0
230010861,1,251,0,0
230010891,2,4,0,0
230010919,1,51,0,0
230010927,1,51,0,0
230010937,1,101,0,0
230010938,1,251,0,0
230010963,1,11,0,0
230010971,1,6,0,0
230010979,1,11,0,0
230011020,2,42,0,0
230020001,243,579,0,0
230020044,27,54,0,0
230020137,1,51,0,0
230020239,15,30,0,0
230020248,5,10,0,0
230020250,16,32,0,0
230030001,303,2131,9,243
230030087,1,11,0,0
230030092,3,255,0,0
230030095,1,2,0,0
230030103,1,2,0,0
230030286,19,47,0,0
230030387,1,6,0,0
230030433,1,2,0,0
230030434,2,502,0,0
230030435,1,2,1,11
230030476,1,251,0,0
230030526,2,352,0,0
230040001,1269,4557,6,119
230040016,57,181,3,6
230040053,120,424,2,13
230040064,24,48,0,0
230040098,2,8,0,0
230040104,1,2,0,0
230040111,10,20,6,41
230040114,1,2,0,0
230040123,28,56,0,0
230040124,7,18,0,0
230040159,1,51,0,0
230040201,7,14,2,8
230040739,1,2,0,0
230040840,2,4,0,0
230041003,1,6,0,0
230041013,1,2,0,0
230041212,1,2,0,0
230042163,1,2,0,0
230042239,1,2,0,0
230042294,1,2,0,0
230042381,1,2,0,0
230042428,1,6,2,4
230042442,1,2,0,0
230042452,1,2,0,0
230042453,1,2,0,0
230042549,1,31,0,0
230042550,1,101,0,0
230042612,1,2,0,0
230042950,1,6,0,0
230050001,4334,35378,13,90
230050002,140,418,0,0
230050007,63,553,0,0
230050124,1,251,0,0
230050187,1,2,0,0
230050195,1,11,0,0
230050316,1,2,0,0
230050403,1,11,0,0
230050484,12,296,0,0
230050531,1,101,0,0
230050729,1,6,0,0
230050811,1,2,0,0
230050821,1,2,0,0
230050864,1,11,0,0
230050929,1,251,0,0
230050992,1,2,0,0
230050993,1,2,0,0
230051183,1,2,0,0
230051184,1,6,0,0
230051595,1,2,0,0
230051614,2,4,0,0
230060051,16,36,0,0
230060069,113,287,1,11
230070001,55,126,1,6
230070012,179,866,3,183
230070038,9,18,0,0
230080001,1758,17393,3,68
230080138,1,2,0,0
230080139,2,502,0,0
230080157,3,753,0,0
230080200,1,251,0,0
230080201,3,513,0,0
230080217,8,893,0,0
230080230,1,31,0,0
230080265,3,24,0,0
230080270,1,251,0,0
230080308,77,751,0,0
230080341,1,251,0,0
230080345,2,132,0,0
230080377,1,2,0,0
230080382,2,502,0,0
230080483,1,2,0,0
230080495,2,502,0,0
230080549,1,2,0,0
230080596,1,6,0,0
230080613,2,352,0,0
230080641,2,502,0,0
230080817,1,251,0,0
230080818,1,251,0,0
230080829,2,4,0,0
230080835,1,251,0,0
230080883,5,425,0,0
230090001,534,3791,2,12
230090005,37,198,0,0
230090006,5,561,0,0
230090016,4,12,0,0
230090018,1,251,0,0
230090033,1,11,0,0
230090039,1,6,0,0
230090055,12,28,0,0
230090057,23,93,0,0
230090067,13,54,0,0
230090074,1,11,0,0
230090093,1,2,0,0
230090104,2,8,0,0
230090106,11,26,1,51
230090154,1,251,0,0
230090166,1,11,0,0
230090197,2,62,0,0
230090233,1,6,0,0
230090236,1,251,0,0
230090237,1,51,0,0
230090240,1,31,0,0
230090257,3,68,0,0
230090262,1,2,0,0
230090293,1,2,0,0
230090416,1,6,0,0
230090430,1,11,0,0
230090484,1,2,0,0
230090505,1,6,0,0
230090529,1,2,0,0
230090556,1,2,0,0
230100001,254,922,1,2
230100004,1,51,0,0
230100177,14,28,0,0
230110001,200,2302,2,62
230110025,1,251,0,0
230110049,1,2,0,0
230110050,2,502,0,0
230110193,39,78,1,2
230110241,1,251,0,0
230110328,1,251,0,0
230110391,1,251,0,0
230110406,2,8,0,0
240010001,52,116,1,2
240020001,4,8,0,0
240030001,73,175,3,6
240040001,13,38,0,0
240050001,178,364,0,0
240060001,98,283,0,0
240070001,105,243,0,0
240080001,241,506,0,0
240090001,18,69,0,0
240100001,147,307,0,0
240100065,12,24,0,0
240110001,428,962,0,0
240120001,45,94,0,0
240120234,1,11,0,0
240120302,1,2,0,0
240130001,1411,3784,5,28
240130162,24,48,0,0
240130562,31,62,0,0
240130822,1,2,0,0
240131030,1,6,0,0
240140001,40,80,0,0
240150001,143,315,0,0
240160001,316,694,3,6
240160005,29,67,0,0
240160091,26,52,0,0
240170001,8,16,0,0
240170014,1,2,0,0
240180001,9,18,0,0
240180004,1,2,0,0
240190001,5,10,0,0
240200001,587,1729,1,2
240210001,22,57,0,0
240210041,6,12,0,0
240210071,11,31,0,0
240220001,64,128,1,2
240230001,55,118,0,0
240240001,796,2017,0,0
240250001,130,314,2,4
240260001,15,30,0,0
240270001,97,198,0,0
240280001,6235,21304,3,6
240280239,13,26,0,0
240280252,14,28,0,0
240280264,60,128,0,0
240290001,16,32,0,0
240300001,7,14,0,0
240310001,2,4,0,0
240320001,257,579,0,0
240320022,1,11,0,0
240330001,7,14,0,0
240340001,81,175,8,16
240350001,1525,3647,2,8
240350026,19,42,0,0
240360001,109,242,0,0
240360003,16,32,2,4
240360064,40,80,1,2
240370001,356,812,1,51
240370033,27,54,0,0
240370082,1,2,0,0
240380001,28,56,0,0
240390001,25,50,2,4
240400001,201,456,4,35
240400047,1,6,0,0
240400086,8,16,0,0
240400157,29,58,0,0
240400372,1,2,0,0
240400741,1,101,0,0
240410001,53,106,0,0
240420001,131,270,0,0
240430001,70,140,0,0
240440001,22,44,0,0
240450001,82,172,0,0
240450004,1,2,0,0
240460001,40,92,0,0
240470001,9,18,0,0
240480001,21,60,0,0
240490001,10,20,0,0
240490005,20,40,0,0
240490012,11,26,0,0
240490018,9,22,1,6
240490028,9,18,0,0
240490043,23,50,0,0
240500001,152,340,0,0
240500025,3,6,0,0
240500043,3,6,0,0
240500119,1,6,0,0
240500203,1,31,0,0
240510001,34,72,0,0
240520001,48,96,0,0
240530001,157,326,0,0
240530031,12,24,0,0
240530044,2,13,0,0
240530127,1,2,0,0
240540001,191,452,0,0
240550001,19,42,0,0
240550021,1,2,0,0
240550220,1,6,0,0
240560002,63,139,3,6
240570001,100,209,0,0
240570010,2,4,0,0
240580001,148,338,0,0
250010001,2097,7425,79,1341
250010070,98,208,2,22
250010083,43,90,0,0
250010088,10,24,0,0
250010115,11,22,0,0
250010118,11,22,0,0
250010119,15,30,85,1315
250010120,29,58,0,0
250010122,1,2,0,0
250010126,9,18,0,0
250010129,3,6,0,0
250010136,12,24,1,2
250010143,4,8,0,0
250010156,38,104,2,4
250010160,54,125,7,103
250010174,5,10,0,0
250010183,18,45,0,0
250010189,19,38,0,0
250010193,12,24,0,0
250010197,4,8,0,0
250010205,19,38,0,0
250010215,13,26,0,0
250010227,52,116,0,0
250010240,84,214,61,466
250010349,5,10,11,302
250010356,4,12,2,82
250010396,10,28,0,0
250010583,1,2,0,0
250010585,1,2,0,0
250010614,1,11,0,0
250010703,28,60,1,51
250010801,6,12,0,0
250010815,1,2,0,0
250010818,8,25,0,0
250010880,2,4,0,0
250010947,1,2,0,0
250011007,1,31,0,0
250011123,2,17,0,0
250011214,1,2,0,0
250011328,1,2,0,0
250011338,1,11,0,0
250011347,3,15,0,0
250020001,51,130,4,26
250020007,21,50,2,53
250020031,42,109,0,0
250020032,22,48,0,0
250020067,1,2,1,11
250020093,43,107,81,1413
250030001,47,115,0,0
250040001,67,176,0,0
250040100,11,22,0,0
250050001,79,221,0,0
250060001,4445,18011,70,858
250060312,153,402,1,11
250060321,34,80,1,6
250060341,170,397,33,129
250060400,4,8,0,0
250060438,25,50,0,0
250060443,8,16,0,0
250060556,3,6,0,0
250060572,1,2,1,51
250060591,82,189,0,0
250060612,8,16,0,0
250060746,39,86,0,0
250060884,3,6,0,0
250060888,1,2,0,0
250060889,2,4,0,0
250060890,2,4,0,0
250060933,3,6,0,0
250061152,2,13,0,0
250061194,20,52,0,0
250061343,2,4,0,0
250061346,43,95,5,72
250061360,29,58,0,0
250061461,1,2,0,0
250061472,1,2,0,0
250061684,1,2,0,0
250061853,1,2,0,0
250062073,5,10,0,0
250062099,3,6,0,0
250062106,1,2,0,0
250062266,1,2,0,0
250062371,1,2,0,0
250062487,4,8,0,0
250062515,1,2,0,0
250062518,4,8,0,0
250062519,1,2,0,0
250062768,1,2,0,0
250062798,1,2,0,0
250062807,1,6,0,0
250063131,1,2,0,0
250063132,1,2,0,0
250063138,2,4,0,0
250063141,3,6,0,0
250063146,1,2,0,0
250063210,1,11,0,0
250063449,1,2,0,0
250063479,2,12,0,0
250063480,2,4,0,0
250063498,1,11,0,0
250063512,1,51,0,0
250070001,85,174,2,107
250080001,167,438,0,0
250080164,1,2,11,154
250080172,1,11,0,0
250080441,2,53,0,0
250090001,237,593,17,314
250090034,50,104,2,13
250090043,13,26,3,10
250090060,37,90,39,257
250090723,1,2,0,0
250090759,1,2,5,68
250090770,1,2,0,0
250100001,141,431,6,48
250100058,42,88,0,0
250100069,21,42,0,0
250100102,15,30,0,0
250100133,66,144,0,0
250100179,43,86,0,0
250100193,3,6,0,0
250100213,1,2,0,0
250110001,715,2218,29,322
250110035,89,190,2,13
250110049,24,48,0,0
250110051,38,88,0,0
250110052,10,20,0,0
250110064,16,32,1,2
250110065,9,18,138,734
250110066,5,14,0,0
250110070,26,97,0,0
250110074,2,4,0,0
250110088,2,4,0,0
250110093,14,28,1,2
250110102,19,38,0,0
250110108,1,2,0,0
250110124,2,4,1,6
250110125,1,2,0,0
250110132,121,258,2,17
250110138,134,306,1,6
250110148,10,20,71,508
250110161,21,42,0,0
250110175,6,12,0,0
250110191,1,2,0,0
250110193,1,2,0,0
250110269,17,34,1,6
250110282,15,30,0,0
250110283,11,22,0,0
250110299,2,4,0,0
250110300,1,2,0,0
250110332,2,4,0,0
250110358,3,6,0,0
250110520,2,4,0,0
250110751,1,6,1,2
250110759,1,2,0,0
250110816,2,13,0,0
250110868,1,2,0,0
250111020,1,2,0,0
250111075,1,6,0,0
250111279,1,11,0,0
250111514,1,2,0,0
250120001,3092,16104,359,3907
250120304,10,20,0,0
250120313,1,6,0,0
250120348,125,336,5,316
250120761,12,28,2,202
250121002,1,2,1,31
250121027,1,101,0,0
250121257,14,36,0,0
250121396,2,12,0,0
250121473,6,25,0,0
250130001,70,209,0,0
250130235,46,92,0,0
250140001,145,385,2,13
250140388,20,44,8,295
250150001,364,1168,3,24
250150040,27,71,0,0
250160001,52,112,0,0
250160066,34,81,25,88
250170001,106,236,0,0
250170495,39,86,0,0
250170588,7,14,0,0
250170595,5,10,0,0
250171046,1,2,2,62
250180001,206,567,6,283
250180006,68,288,22,345
250180017,3,6,0,0
250180019,6,12,0,0
250180037,2,4,1,2
250180041,11,22,21,397
250180045,6,12,0,0
250180065,11,22,0,0
250180091,62,128,1,51
250180127,5,10,0,0
250180145,4,8,0,0
250180206,1,2,0,0
250180230,2,4,0,0
250180349,1,2,0,0
250180355,39,123,0,0
250180364,3,6,0,0
250180374,93,210,0,0
250180398,2,4,0,0
250180561,1,2,0,0
260010001,11,26,0,0
260020001,366,1173,0,0
260030001,71,242,0,0
260040001,67,154,0,0
260050001,3,6,0,0
260060001,13,26,0,0
260070001,1,2,0,0
260080001,7,14,0,0
260090001,7,18,0,0
260100001,6,12,0,0
260110001,7,14,0,0
260120001,32,68,0,0
260120082,29,62,2,13
260120090,12,24,0,0
260120093,23,46,0,0
260130001,18,44,0,0
260140001,13,30,0,0
260150001,6,12,0,0
260160001,33,74,0,0
260170001,357,1126,8,455
260170009,1,2,0,0
260170246,37,78,0,0
260180001,1936,6515,29,484
260180093,7,18,0,0
260180284,42,105,1,6
260180289,8,20,0,0
260180311,200,470,0,0
260180334,26,56,0,0
260180364,39,99,0,0
260180365,10,20,1,11
260180397,2,4,0,0
260180403,81,178,3,10
260190001,156,647,0,0
260200001,23,46,0,0
260210001,5,10,0,0
260210061,3,6,0,0
260220001,3,6,0,0
260230001,24,52,1,2
260230012,9,18,0,0
260250001,233,535,29,290
260250082,2,12,3,28
260250140,1,2,0,0
260250259,1,2,0,0
260250314,1,6,0,0
260260001,56,128,1,6
260260008,10,20,0,0
260260011,80,178,0,0
260260012,15,30,0,0
260260019,9,18,0,0
260260067,10,20,0,0
260270001,3,6,0,0
260270045,36,76,0,0
260280001,3,10,1,2
260290001,515,2081,111,2154
260290025,65,476,2,13
260290202,33,66,1,2
260290325,63,134,0,0
260290631,1,2,0,0
260290847,1,2,0,0
260291298,6,41,17,64
260291299,1,11,0,0
260291364,1,101,0,0
260291646,4,59,0,0
260291650,1,2,0,0
260291703,1,2,0,0
260300001,3683,14867,44,2315
260300137,76,257,54,625
260300208,1,2,3,6
260300226,1,11,0,0
260300343,128,297,0,0
260300535,50,142,0,0
260301214,2,4,10,121
260301889,2,17,7,27
260302080,1,11,0,0
260310001,6,16,0,0
260320001,5,10,0,0
260330001,247,618,14,178
260330002,5,10,18,179
260330017,11,22,10,73
260330067,8,20,10,111
260330085,1,2,0,0
260330094,11,26,1,11
260330099,24,52,61,483
260330107,5,10,0,0
260330201,3,14,0,0
260330235,1,2,1,51
260340001,3,6,0,0
260340015,1,6,0,0
260350001,51,123,0,0
260360001,161,488,0,0
260370001,20,44,0,0
260380001,40,96,0,0
260390001,34,72,0,0
260400001,10,20,0,0
260410001,87,207,0,0
260420001,661,2165,9,39
260420006,1,2,1,11
260420531,3,6,0,0
260430001,856,3787,1,2
260430518,2,4,0,0
260440001,2,4,0,0
260450001,2,4,0,0
260450068,4,8,0,0
260470001,18,49,0,0
260470065,44,105,19,156
260480001,484,2414,104,1214
260480004,5,18,2,4
260480090,2,8,0,0
260480181,3,64,0,0
260480259,1,11,0,0
260480270,1,251,0,0
260480307,1,2,0,0
260490001,6,12,0,0
260500001,4,8,0,0
260510001,22,44,0,0
260520001,26,56,0,0
260540001,1,2,0,0
260550001,964,3275,10,468
260550011,78,197,124,1285
260550017,20,40,0,0
260560001,1,2,0,0
260560027,43,86,0,0
260570001,6,12,0,0
260580001,104,296,0,0
260590001,7,14,0,0
260600001,4,8,0,0
260600044,1,6,0,0
260610001,1,2,0,0
260610009,1,2,0,0
260620001,9,18,0,0
260630001,3,6,0,0
260640001,14,28,0,0
260650001,1,2,0,0
260660001,27,71,0,0
260660076,3,6,0,0
260670001,5,10,0,0
260690001,29,66,0,0
260700001,82,234,0,0
260710001,64,145,2,13
260710104,1,2,1,11
260710139,8,20,20,376
260720001,49,106,1,11
260720017,5,10,53,397
270010001,138,308,2,53
270010074,52,108,0,0
270020001,809,2114,2,4
270020003,18,36,1,2
270020004,14,41,0,0
270020013,37,78,13,46
270020022,50,104,85,1092
270020024,36,102,0,0
270020025,32,64,1,2
270020029,44,96,0,0
270020030,28,60,0,0
270020034,10,24,0,0
270020051,18,44,0,0
270020061,11,26,1,2
270020073,19,38,1,6
270020082,43,110,0,0
270020087,17,34,0,0
270020090,30,68,0,0
270020096,20,40,0,0
270020097,20,40,0,0
270020117,16,32,0,0
270020123,9,26,0,0
270030001,243,581,36,286
270030015,37,74,4,39
270030034,1,6,36,72
270030035,19,38,0,0
270030056,22,44,4,12
270030061,44,88,12,64
270030085,1,11,21,59
270040001,3963,14062,16,132
270040033,38,76,0,0
270040034,55,127,1,2
270040035,5,23,0,0
270040036,4,21,0,0
270040061,29,58,1,31
270040062,17,38,0,0
270040065,25,50,3,10
270040086,6,111,0,0
270040087,8,16,0,0
270040111,38,89,0,0
270040120,1,2,0,0
270040123,47,98,0,0
270040134,45,98,0,0
270040145,49,102,0,0
270040146,29,66,0,0
270040160,73,171,1,11
270040166,160,332,0,0
270040176,60,133,0,0
270040183,87,186,0,0
270040186,3,24,4,8
270040206,30,60,0,0
270040214,147,322,0,0
270040234,1,2,2,17
270040251,38,76,0,0
270040258,23,46,0,0
270040264,66,148,0,0
270040265,3,6,0,0
270040311,1,11,0,0
270050001,675,1715,0,0
270050002,70,140,0,0
270050012,29,58,0,0
270050016,10,20,4,8
270050020,75,158,0,0
270050042,31,62,0,0
270050058,30,60,0,0
270050066,126,256,0,0
270060001,244,581,0,0
270060005,6,16,0,0
270060007,51,106,0,0
270060016,25,50,7,43
270060028,5,10,0,0
270060032,20,44,1,2
270060044,31,62,0,0
270060047,1,2,0,0
270060057,2,4,0,0
270060061,1,2,0,0
270070001,229,562,5,113
270070009,47,98,2,4
270080001,300,692,5,14
270080016,83,179,1,6
270080098,101,215,2,4
270080100,2,4,0,0
270080107,51,102,0,0
270080108,22,44,0,0
270080109,12,24,0,0
270080110,15,30,1,2
270080111,29,58,0,0
270090001,80,168,0,0
270090020,1,2,0,0
270100001,185,398,0,0
270100003,17,34,0,0
270100019,42,88,0,0
270100021,43,98,0,0
270100036,49,106,0,0
270110001,108,224,2,103
270120001,373,930,2,53
270120011,31,62,0,0
270120016,31,62,0,0
270120018,85,170,0,0
270120039,33,83,0,0
270120091,104,229,0,0
270130001,137,290,0,0
270130006,1,11,0,0
270130013,20,40,1,2
270130016,17,34,0,0
270130017,51,102,0,0
270130025,9,44,0,0
270130027,4,8,0,0
270130062,78,156,0,0
270130069,81,162,0,0
270130071,1,11,0,0
270130088,146,322,0,0
270140001,446,1180,7,14
270140005,1,11,2,4
270140006,36,80,12,32
270140010,15,39,3,6
270140013,2,82,19,46
270140027,23,50,0,0
270140028,1,31,18,94
270150001,118,248,0,0
270150060,41,82,0,0
270150106,1,11,0,0
270160001,329,776,0,0
270160010,1,2,0,0
270170001,309,751,2,103
280010001,34,68,10,28
280010111,1,2,0,0
280020001,134,293,3,19
280030001,471,1297,13,88
280030043,38,80,2,8
280030122,529,1434,6,21
280030685,10,99,0,0
280040001,35,70,0,0
280050001,9,18,0,0
280060001,5,10,0,0
280070001,86,201,0,0
280070016,20,44,39,144
280080001,1,2,0,0
280090001,1160,3720,16,54
280100001,3,6,0,0
280110001,9,18,0,0
280110036,18,40,0,0
280120001,112,289,0,0
280120060,1,2,0,0
280120061,24,48,0,0
280120170,74,156,0,0
280130001,11,22,2,22
280140001,26,52,37,104
280150001,93,206,0,0
280150016,9,18,0,0
280160001,32,64,0,0
280160145,29,66,0,0
280170001,80,172,0,0
280170150,1,6,0,0
280180001,30,60,0,0
280190001,34,68,0,0
280200001,5,10,0,0
280210001,646,1616,1,31
280210073,19,38,1,2
280210367,1,2,0,0
280220001,2374,7295,5,237
280220104,18,36,0,0
280220182,1,2,0,0
280220264,31,66,0,0
280222123,2,22,0,0
280230001,2,4,0,0
280240001,43,86,0,0
280250001,203,555,6,12
280250015,17,34,0,0
280260001,6,12,0,0
280270001,1768,6215,2,8
280270162,4,8,0,0
280280001,26,52,0,0
280290001,74,170,0,0
280300001,57,114,8,74
280300009,23,50,0,0
280310001,5,10,0,0
280320001,1945,7112,2,13
280320120,12,100,0,0
280330001,407,1128,0,0
280330291,113,335,1,6
280331100,1,6,0,0
280340001,10,20,0,0
280350001,156,352,1,51
280350139,8,16,1,11
280350542,6,12,4,286
280370001,93,216,0,0
280370131,1,6,15,227
280370431,2,8,0,0
280380001,2165,7869,207,939
280390001,148,313,0,0
280390173,1,6,0,0
280400001,352,887,0,0
280400004,13,26,0,0
280400067,13,26,0,0
280400574,4,54,0,0
280410001,1538,5081,7,39
280410231,2,13,0,0
280420001,11,22,0,0
280430001,102,224,0,0
280430300,4,8,0,0
290010001,84,172,2,8
290020001,67,206,0,0
290020002,26,56,0,0
290020004,4,8,0,0
290020005,26,68,0,0
290030001,3,6,0,0
290040001,41,82,0,0
290050001,791,2100,1,2
290050002,14,28,0,0
290050006,16,54,0,0
290050007,24,57,1,11
290050009,38,93,0,0
290050010,30,69,0,0
290060001,350,781,0,0
290060018,15,30,0,0
290060130,1,2,0,0
290070001,118,252,3,6
290080001,70,140,0,0
290080031,2,4,0,0
290090001,17,34,2,4
290100001,609,1380,1,2
290100005,14,28,1,2
290100006,14,28,0,0
290100010,21,55,0,0
290100012,12,24,0,0
290110001,19,38,0,0
290120001,6,12,0,0
290130001,470,1140,1,11
290130006,10,20,1,31
290130016,21,51,0,0
290130044,12,24,0,0
290130085,1,2,0,0
290130169,1,2,0,0
290140001,30,60,1,2
290140020,27,54,0,0
290150001,71,154,0,0
290150003,34,68,2,4
290150022,32,68,1,2
290150031,4,8,1,2
290150032,19,38,0,0
290150038,13,30,0,0
290150162,2,4,0,0
290160001,50,100,0,0
290170001,106,216,1,2
290180001,113,242,0,0
290180004,4,8,0,0
290190001,54,112,0,0
290190007,29,62,0,0
290190009,53,114,0,0
290200001,11,22,0,0
290200004,20,40,0,0
290210001,129,278,0,0
290210011,1,6,0,0
290220001,21,42,0,0
290230001,35,78,0,0
290230004,25,50,0,0
290230011,16,32,0,0
290230016,16,32,0,0
290230017,56,116,0,0
290240001,23,50,1,2
290240007,27,58,1,2
290240011,26,52,1,2
290250001,685,1427,0,0
290250002,74,148,0,0
290250011,1,2,0,0
290250013,1,2,0,0
290250022,1,2,0,0
290260001,36,179,2,4
290260002,10,20,0,0
290260005,41,90,1,2
290270001,88,188,0,0
290280001,136,276,0,0
290280002,6,12,0,0
290290001,20,44,0,0
290300001,35,74,0,0
290300047,6,12,0,0
290310001,89,195,0,0
290310010,33,75,1,2
290310011,15,30,1,2
290310017,1,2,1,31
290320001,13,26,0,0
290320007,19,38,0,0
290320033,19,164,0,0
290330001,506,1598,0,0
290330008,150,412,0,0
290330009,31,88,0,0
290330010,25,58,0,0
290330011,19,55,0,0
290330012,57,144,0,0
290330013,24,48,0,0
290330014,5,10,2,4
290330015,31,153,0,0
290330016,80,186,0,0
290330017,46,139,0,0
290330018,18,70,1,2
290340001,161,346,0,0
290340006,6,12,0,0
290340077,1,11,0,0
290340120,1,11,0,0
290340377,1,11,0,0
290340424,1,2,0,0
290350001,32,64,0,0
290360001,59,131,0,0
290360002,17,43,0,0
290360007,5,14,0,0
290360009,1,6,0,0
290360013,3,6,0,0
290370001,47,98,0,0
290380001,4,8,0,0
290380002,73,162,0,0
290380004,1,2,0,0
290380006,2,4,2,4
290380032,1,2,0,0
290380035,1,11,0,0
290390001,57,118,0,0
290390002,28,60,1,2
290390003,5,10,2,4
290390006,21,50,0,0
290390007,5,14,0,0
290400001,20,44,0,0
290400010,10,24,1,2
290410001,214,460,2,4
290410004,32,68,1,2
290420001,118,244,8,16
290430001,28,73,0,0
290430003,34,80,0,0
290430006,14,50,1,2
290430007,31,66,0,0
290430008,22,52,0,0
290430011,4,8,0,0
290440001,459,985,7,18
290450001,29,58,0,0
290460001,9,22,0,0
290470001,13,26,0,0
290480001,92,212,1,2
290490001,27,54,0,0
290500001,55,143,1,2
290510001,14,28,4,8
290520001,27,58,0,0
290530001,28,56,0,0
290540001,28,64,0,0
290550001,11,22,1,2
290560001,54,120,0,0
290570001,37,74,0,0
290580001,50,104,1,2
290590001,41,82,0,0
290590002,13,26,0,0
290590004,1,31,0,0
290600001,38,92,1,2
300010001,12,24,0,0
300010008,23,54,0,0
300020001,18,36,0,0
300030001,571,1420,1,2
300030010,18,36,2,4
300030011,3,6,0,0
300040001,75,187,0,0
300040030,32,68,0,0
300040097,1,2,0,0
300040104,1,6,1,11
300050001,20,40,0,0
300060001,43,90,0,0
300070001,13,26,0,0
300080001,13,35,0,0
300090001,39,86,0,0
300090037,7,14,0,0
300090046,46,101,0,0
300090101,1,11,0,0
300100001,266,552,0,0
300110001,248,609,162,1039
300110003,41,86,19,136
300110004,19,50,11,156
300110009,31,105,3,73
300110404,1,11,0,0
300110407,1,51,0,0
300120001,15,30,1,2
300130001,286,635,0,0
300130002,4,8,0,0
300140001,127,258,1,2
300140008,21,46,0,0
300140015,32,64,0,0
300140016,75,171,0,0
300140019,1,2,0,0
300140050,17,34,0,0
300150001,137,278,0,0
300160001,268,797,0,0
300160004,2,4,0,0
300160023,1,2,0,0
300160054,1,2,0,0
300170001,10,24,1,2
300180001,1,2,0,0
300190001,16,32,0,0
300200001,10,20,0,0
300210001,30,60,0,0
300210017,182,388,0,0
300210058,1,2,0,0
